pcd_id,timebase,point_num,lidar_id,system_time_sec
65,1765435750178996281,19968,192,1765435754.551118135
66,1765435750379038385,20064,192,1765435754.554429531
67,1765435750678961505,20064,192,1765435754.556715727
68,1765435750779027483,19968,192,1765435754.557379007
69,1765435750978967644,20064,192,1765435754.557988167
70,1765435751079833781,19968,192,1765435754.558797359
71,1765435751279234055,19968,192,1765435755.450148106
72,1765435751478948253,19968,192,1765435755.453527212
73,1765435751578915527,19968,192,1765435755.454241037
74,1765435751779004296,19968,192,1765435755.702225208
75,1765435751878963829,19968,192,1765435755.705688238
76,1765435752079786962,19968,192,1765435755.707983255
77,1765435752178924223,19968,192,1765435755.922969341
78,1765435752378932416,19968,192,1765435756.131999493
79,1765435752478961004,19968,192,1765435756.246001482
80,1765435752679047382,19968,192,1765435756.374157667
81,1765435752878964484,19968,192,1765435756.507353306
82,1765435753079827948,19968,192,1765435756.705126286
83,1765435753178950190,20064,192,1765435756.835215092
84,1765435753378824716,19872,192,1765435756.953877211
85,1765435753578945389,19968,192,1765435757.070184231
86,1765435753779053766,19968,192,1765435758.067692041
87,1765435754278758625,20064,192,1765435758.071081638
88,1765435754478943000,20064,192,1765435758.073394060
89,1765435754679016171,19968,192,1765435758.074019432
90,1765435754879007047,20064,192,1765435758.074677706
91,1765435754979958718,19968,192,1765435758.426421404
92,1765435755178964748,19968,192,1765435758.557146072
93,1765435755278920111,19968,192,1765435758.674692869
94,1765435755879047936,19968,192,1765435759.193240643
95,1765435755979042317,20064,192,1765435759.196791410
96,1765435756180191607,20160,192,1765435759.198298216
97,1765435756278987533,20064,192,1765435759.316733122
98,1765435756479001535,19968,192,1765435760.735833168
99,1765435756679009611,20064,192,1765435760.739382267
100,1765435756779106195,19968,192,1765435760.741577148
101,1765435756879039631,19968,192,1765435760.841348410
102,1765435756978942994,20064,192,1765435760.842260838
103,1765435757179107697,19680,192,1765435760.842985868
104,1765435757479055911,19968,192,1765435760.844969273
105,1765435757579073920,19968,192,1765435761.053878069
106,1765435757879037671,19968,192,1765435762.070415497
107,1765435757978971792,20064,192,1765435762.073972940
108,1765435758379020140,19968,192,1765435762.477586269
109,1765435758478981168,20064,192,1765435762.481163740
110,1765435758579223286,19968,192,1765435762.752988577
111,1765435758779006656,20064,192,1765435762.756553650
112,1765435758879058238,19968,192,1765435763.986021280
113,1765435759079849749,20064,192,1765435763.989560843
114,1765435759279069715,20064,192,1765435763.990683317
115,1765435759479077156,19872,192,1765435763.991342545
116,1765435759678997913,19968,192,1765435763.991999626
117,1765435759879191705,19968,192,1765435763.992655277
118,1765435759979006473,20064,192,1765435763.993290901
119,1765435760079916399,19968,192,1765435764.256300211
120,1765435760579088106,19968,192,1765435764.918849945
121,1765435760678802078,20064,192,1765435764.922807693
122,1765435760978869562,20064,192,1765435765.489093542
123,1765435761279082745,19968,192,1765435765.493195534
124,1765435761379093399,19968,192,1765435765.495901346
125,1765435761679167787,19968,192,1765435765.496558428
126,1765435761879137429,19968,192,1765435765.775921822
127,1765435761979040066,19968,192,1765435766.662816525
128,1765435762379023013,19968,192,1765435766.732449293
129,1765435762579187411,19968,192,1765435766.735952377
130,1765435762779040478,20064,192,1765435766.737673044
131,1765435763079821617,20064,192,1765435766.738341570
132,1765435763179134867,19968,192,1765435766.952136755
133,1765435763279090557,19968,192,1765435767.176167488
134,1765435763779041246,19968,192,1765435767.305095196
135,1765435763879031306,20064,192,1765435767.429271460
136,1765435764178843394,20064,192,1765435767.720945120
137,1765435764378915011,19968,192,1765435768.312098026
138,1765435764679009559,20064,192,1765435768.315521240
139,1765435764779129858,19968,192,1765435768.318444490
140,1765435765079820992,19968,192,1765435768.430226803
141,1765435765179148759,19968,192,1765435768.654447317
142,1765435765379040303,19968,192,1765435768.774098158
143,1765435765679139736,19968,192,1765435769.377268553
144,1765435765879108520,19968,192,1765435769.380911827
145,1765435766079962000,19968,192,1765435769.383388042
146,1765435766279159510,19968,192,1765435769.585839033
147,1765435766479084051,20064,192,1765435769.718062401
148,1765435766579080924,19968,192,1765435770.312946081
149,1765435766879022060,20064,192,1765435770.316335678
150,1765435767079896593,20064,192,1765435770.318481922
151,1765435767279141916,20064,192,1765435770.535230398
152,1765435767379178806,19968,192,1765435770.664621830
153,1765435767579022031,20064,192,1765435770.788862944
154,1765435767879012887,20064,192,1765435770.995309591
155,1765435767979128906,19968,192,1765435771.117162704
156,1765435768179134740,19968,192,1765435771.337317228
157,1765435768379047778,20064,192,1765435771.479084253
158,1765435768578218230,20160,192,1765435771.708070993
159,1765435768678981928,20064,192,1765435771.828331232
160,1765435768879204445,20064,192,1765435771.975077629
161,1765435769079955199,19968,192,1765435772.111587048
162,1765435769179195889,19968,192,1765435772.238746166
163,1765435769479055833,19968,192,1765435772.460913897
164,1765435769679063536,20064,192,1765435772.593944788
165,1765435769879137238,19968,192,1765435772.817576885
166,1765435769979008553,20064,192,1765435773.504398346
167,1765435770179022421,19968,192,1765435773.508433342
168,1765435770478997399,20064,192,1765435773.510941982
169,1765435770579151545,19968,192,1765435773.511571407
170,1765435770679204469,19968,192,1765435773.625519991
171,1765435770878824395,20064,192,1765435773.915932894
172,1765435771079820736,19968,192,1765435774.403303385
173,1765435771279192422,19968,192,1765435774.407075644
174,1765435771379055032,20064,192,1765435774.408810854
175,1765435771679110655,20064,192,1765435774.602184296
176,1765435771779148079,19968,192,1765435774.781447411
177,1765435771879062577,19968,192,1765435774.982290983
178,1765435772079977769,19968,192,1765435775.103760481
179,1765435772179049569,19968,192,1765435775.305552483
180,1765435772378888750,20064,192,1765435775.425259590
181,1765435772479129893,19968,192,1765435775.561816692
182,1765435772779185681,19968,192,1765435775.761952400
183,1765435772879132808,19968,192,1765435775.882110119
184,1765435773079912906,19968,192,1765435776.087478638
185,1765435773179086039,19968,192,1765435776.213245630
186,1765435773379143438,19968,192,1765435776.805945396
187,1765435773578990839,20064,192,1765435776.809380770
188,1765435773879200882,19872,192,1765435776.812438011
189,1765435773978877084,20064,192,1765435776.928489685
190,1765435774079833388,19968,192,1765435777.142671824
191,1765435774278984589,19968,192,1765435777.316502333
192,1765435774579284851,19968,192,1765435777.848809004
193,1765435774679016682,19968,192,1765435777.852490187
194,1765435774879239337,19872,192,1765435777.854224443
195,1765435774979104519,19968,192,1765435778.303877354
196,1765435775279093337,19968,192,1765435778.307406425
197,1765435775379179053,19968,192,1765435778.444300890
198,1765435775479114159,20064,192,1765435778.646433592
199,1765435775679172444,19872,192,1765435778.769311666
200,1765435775778964589,20160,192,1765435778.972271442
201,1765435775979231224,19968,192,1765435779.097469091
202,1765435776179183268,19968,192,1765435779.893133163
203,1765435776379027794,20064,192,1765435779.897266626
204,1765435776479212601,19968,192,1765435779.899198294
205,1765435776679195219,19968,192,1765435779.900011301
206,1765435776879183707,19968,192,1765435780.072620392
207,1765435777080035706,19968,192,1765435780.288587093
208,1765435777279288957,19968,192,1765435780.526015520
209,1765435777479004390,20064,192,1765435780.696796179
210,1765435777579190733,19968,192,1765435780.962580204
211,1765435777679130597,20064,192,1765435781.092005730
212,1765435777979116539,20064,192,1765435781.302648306
213,1765435778080071876,19968,192,1765435781.424988747
214,1765435778379061565,20064,192,1765435781.541343212
215,1765435778579100753,20064,192,1765435781.742960453
216,1765435778679206003,19968,192,1765435782.063351870
217,1765435778879025582,19968,192,1765435782.066935301
218,1765435778979093074,20064,192,1765435782.187816143
219,1765435779179052594,19968,192,1765435782.560533524
220,1765435779279128140,20064,192,1765435782.682125092
221,1765435779479197141,19968,192,1765435782.820081234
222,1765435779779126079,19968,192,1765435783.024801016
223,1765435779979256932,19968,192,1765435783.813720942
224,1765435780179234617,19968,192,1765435783.819210052
225,1765435780479284126,19968,192,1765435784.121740818
226,1765435780579212950,19968,192,1765435784.125117779
227,1765435780879244089,19968,192,1765435784.127673149
228,1765435780979003266,20064,192,1765435784.128318310
229,1765435781179216689,19872,192,1765435784.495646000
230,1765435781379260298,19968,192,1765435784.707324505
231,1765435781479898765,19968,192,1765435784.835181713
232,1765435781679195361,19968,192,1765435785.337359428
233,1765435781779274184,19968,192,1765435785.648268700
234,1765435781879167267,19968,192,1765435785.651799440
235,1765435782079981573,19968,192,1765435785.654242516
236,1765435782479126980,19968,192,1765435785.769497633
237,1765435782578996322,20064,192,1765435785.918293476
238,1765435782779180984,19968,192,1765435786.034544468
239,1765435782979223536,19968,192,1765435786.253912210
240,1765435783080046389,19968,192,1765435786.983443022
241,1765435783279212687,19968,192,1765435786.987100840
242,1765435783379103324,19968,192,1765435786.988548756
243,1765435783579234151,19968,192,1765435786.989173651
244,1765435783779066851,20064,192,1765435787.281013489
245,1765435784079817236,20064,192,1765435787.475339413
246,1765435784478304864,19776,192,1765435787.683721542
247,1765435784679242869,19968,192,1765435788.327490091
248,1765435784779143098,20064,192,1765435788.330890417
249,1765435784979230702,19968,192,1765435788.332822561
250,1765435785179217879,19968,192,1765435788.333464861
251,1765435785379144465,20064,192,1765435788.528778076
252,1765435785479317968,19968,192,1765435788.665000439
253,1765435785679081407,19968,192,1765435788.966367483
254,1765435785877982814,20160,192,1765435789.093060970
255,1765435785979170774,19968,192,1765435789.310703516
256,1765435786179241986,19968,192,1765435789.430915594
257,1765435786379250217,19968,192,1765435789.626700401
258,1765435786579258337,19968,192,1765435790.035785913
259,1765435786679176601,19968,192,1765435790.039627314
260,1765435786879197777,20064,192,1765435790.168620586
261,1765435787179086567,20064,192,1765435790.367221832
262,1765435787379202796,19968,192,1765435790.541982889
263,1765435787579248414,19968,192,1765435790.663520575
264,1765435787779014034,20064,192,1765435790.871937275
265,1765435787879294239,19968,192,1765435790.985464573
266,1765435788080050222,19968,192,1765435791.433967590
267,1765435788279092013,20064,192,1765435791.437383175
268,1765435788479163907,19968,192,1765435791.571730375
269,1765435788579087521,20064,192,1765435792.067819595
270,1765435788879053530,20064,192,1765435792.072277784
271,1765435788979155551,19968,192,1765435792.190123558
272,1765435789279151113,19968,192,1765435792.518118858
273,1765435789379158559,19968,192,1765435792.521693707
274,1765435789579031157,19968,192,1765435792.640047312
275,1765435789679251472,20064,192,1765435793.387025356
276,1765435789879262606,19968,192,1765435793.390914679
277,1765435790080003882,19968,192,1765435793.392775059
278,1765435790278250342,20064,192,1765435793.393409729
279,1765435790479216745,19968,192,1765435794.054203749
280,1765435790579078025,19968,192,1765435794.057888508
281,1765435790779185286,19968,192,1765435794.059702158
282,1765435790879189232,19968,192,1765435794.318430185
283,1765435791178225872,20064,192,1765435794.448044538
284,1765435791285953405,20064,192,1765435795.182202578
285,1765435791479119607,19968,192,1765435795.185945511
286,1765435791779080627,19968,192,1765435795.347472906
287,1765435791879078184,20064,192,1765435795.350920200
288,1765435792079965733,19968,192,1765435795.352556944
289,1765435792279288552,19872,192,1765435795.483259201
290,1765435792379086165,20064,192,1765435795.601078749
291,1765435792579328644,19968,192,1765435795.821381569
292,1765435792779063294,20064,192,1765435795.945914030
293,1765435792979228273,19968,192,1765435797.042210579
294,1765435793079724954,20064,192,1765435797.045759439
295,1765435793179303956,19968,192,1765435797.049070120
296,1765435793579074213,19968,192,1765435797.515618801
297,1765435793779217043,19968,192,1765435797.519062281
298,1765435793879220190,19872,192,1765435797.522069216
299,1765435794279001593,20064,192,1765435797.522756338
300,1765435794379322719,19968,192,1765435797.523576021
301,1765435794479226718,19968,192,1765435797.851390839
302,1765435794579204346,19968,192,1765435799.375061512
303,1765435794779232175,19968,192,1765435799.378985167
304,1765435794879228673,20064,192,1765435799.382101059
305,1765435794979208450,19968,192,1765435799.382797003
306,1765435795379257865,20064,192,1765435799.383589983
307,1765435795579205323,19968,192,1765435799.482240438
308,1765435795779284521,19872,192,1765435799.703450918
309,1765435795879111205,20064,192,1765435800.129009485
310,1765435795979184535,20064,192,1765435800.132623434
311,1765435796179145289,19968,192,1765435800.133947372
312,1765435796379201596,19968,192,1765435801.741759539
313,1765435796479221519,20064,192,1765435801.745422840
314,1765435796879253357,19968,192,1765435801.747543573
315,1765435796979196576,20064,192,1765435801.748204231
316,1765435797279147305,19968,192,1765435801.748978615
317,1765435797478310841,20064,192,1765435801.749631643
318,1765435797778224292,20064,192,1765435801.750241280
319,1765435797879135392,19968,192,1765435802.821294546
320,1765435797979124814,20064,192,1765435802.824716091
321,1765435798179107823,19968,192,1765435802.826682568
322,1765435798279111188,20064,192,1765435802.827359438
323,1765435798479243807,20064,192,1765435802.828035116
324,1765435798579298283,19968,192,1765435802.828680992
325,1765435799179001088,20064,192,1765435803.130315781
326,1765435799279285618,19968,192,1765435803.260055780
327,1765435799579120121,19968,192,1765435804.262162924
328,1765435799779114387,20064,192,1765435804.265832663
329,1765435799879271047,19968,192,1765435804.268654585
330,1765435800279267226,19968,192,1765435804.269314528
331,1765435800479342453,20064,192,1765435804.269947290
332,1765435800678284264,20064,192,1765435805.180314064
333,1765435800879219688,19968,192,1765435805.184064627
334,1765435801079818318,20064,192,1765435805.184783697
335,1765435801179203501,19968,192,1765435805.185395241
336,1765435801678179214,20064,192,1765435805.907248735
337,1765435801779179532,19968,192,1765435805.910937071
338,1765435802179340927,19872,192,1765435805.912217617
339,1765435802278344704,20064,192,1765435806.560940266
340,1765435802579167230,19968,192,1765435806.943869591
341,1765435802779382434,19968,192,1765435806.947416782
342,1765435803079949794,19968,192,1765435806.949752092
343,1765435803178271725,20064,192,1765435806.950382710
344,1765435803379335995,19968,192,1765435807.910670280
345,1765435803579181664,19968,192,1765435807.985557079
346,1765435803679146730,19968,192,1765435807.989308596
347,1765435803879120009,19584,192,1765435807.990905285
348,1765435804178133712,20064,192,1765435807.991646767
349,1765435804378192526,20064,192,1765435807.992295265
350,1765435804579249813,19968,192,1765435808.397036791
351,1765435804679253359,19968,192,1765435808.519795895
352,1765435804979195369,19968,192,1765435809.075887203
353,1765435805078251959,20064,192,1765435809.079362869
354,1765435805379106717,19968,192,1765435809.551862478
355,1765435805579259270,19968,192,1765435809.919716358
356,1765435805779059584,20064,192,1765435809.923213482
357,1765435805979127138,19968,192,1765435810.442677498
358,1765435806179206226,19968,192,1765435810.446439028
359,1765435806279164993,20064,192,1765435810.448314428
360,1765435806679202227,20064,192,1765435810.449047327
361,1765435806779214605,19968,192,1765435811.171109915
362,1765435807274187495,20832,192,1765435811.174705982
363,1765435807378241914,20064,192,1765435811.177232981
364,1765435807579084125,19968,192,1765435811.939017534
365,1765435807679155835,20064,192,1765435811.942704439
366,1765435807879066997,20064,192,1765435811.945003510
367,1765435808279274058,19680,192,1765435812.619668245
368,1765435808479088516,20064,192,1765435812.963013887
369,1765435808579234873,19968,192,1765435813.057729006
370,1765435808779094775,20064,192,1765435813.061182737
371,1765435808879300020,19968,192,1765435813.064039707
372,1765435809179380203,19968,192,1765435813.064741373
373,1765435809279242654,19872,192,1765435813.264609337
374,1765435809579115189,19968,192,1765435813.392231941
375,1765435809779163514,20064,192,1765435813.677497387
376,1765435810078225907,19968,192,1765435813.797782421
377,1765435810279161001,20064,192,1765435813.912148714
378,1765435810478207407,20064,192,1765435814.077044487
379,1765435810679303296,19968,192,1765435814.212477446
380,1765435810879155232,20064,192,1765435814.412895918
381,1765435810979321754,19968,192,1765435815.033347607
382,1765435811379129012,20064,192,1765435815.036820889
383,1765435811578222249,20064,192,1765435815.040162086
384,1765435811779396340,19968,192,1765435815.755111456
385,1765435811979428754,19872,192,1765435816.128654957
386,1765435812178249640,19968,192,1765435816.203924179
387,1765435812278257328,20064,192,1765435816.204819441
388,1765435812679414665,19872,192,1765435816.505524397
389,1765435812778233899,20064,192,1765435816.509311199
390,1765435813179321013,19872,192,1765435817.192276001
391,1765435813278231561,19872,192,1765435817.196062565
392,1765435813579135616,19968,192,1765435817.198460817
393,1765435813779798856,19872,192,1765435817.199245453
394,1765435813878178594,19104,192,1765435817.200008154
395,1765435813978154189,21024,192,1765435817.510209322
396,1765435814178425431,19968,192,1765435818.249479055
397,1765435814379526406,19872,192,1765435818.330973625
398,1765435814579221912,20064,192,1765435818.334419012
399,1765435814679390875,19968,192,1765435818.697300673
400,1765435814978300463,19968,192,1765435818.910701752
401,1765435815078168965,20064,192,1765435818.914260149
402,1765435815278386668,20064,192,1765435818.917595148
403,1765435815479249237,19968,192,1765435820.119935989
404,1765435815579281441,20064,192,1765435820.123415470
405,1765435815879133797,19968,192,1765435820.276122093
406,1765435816080076216,19968,192,1765435820.279563189
407,1765435816379214353,19968,192,1765435820.281894207
408,1765435816579238612,19968,192,1765435820.282523155
409,1765435816678240842,20064,192,1765435820.508105516
410,1765435816879130058,19968,192,1765435820.637539864
411,1765435817078082195,20832,192,1765435820.761538982
412,1765435817478433190,20064,192,1765435820.995556831
413,1765435817579353385,19968,192,1765435821.140240431
414,1765435817778227541,20064,192,1765435821.576360464
415,1765435817979278013,19968,192,1765435821.580577612
416,1765435818078393297,19968,192,1765435821.793488503
417,1765435818378347015,19968,192,1765435822.145034313
418,1765435818478245181,20064,192,1765435822.148540020
419,1765435818779326316,19968,192,1765435822.274518967
420,1765435818978333044,20064,192,1765435822.396784067
421,1765435819279216419,19968,192,1765435822.520767689
422,1765435819378299184,19968,192,1765435822.732989073
423,1765435819579230283,19968,192,1765435822.861389160
424,1765435819878282784,20064,192,1765435823.085376263
425,1765435819979261145,20064,192,1765435823.215764761
426,1765435820479135854,19968,192,1765435823.632488251
427,1765435820579265053,19968,192,1765435823.636075497
428,1765435820678315854,20064,192,1765435823.761150122
429,1765435820879396155,19872,192,1765435824.452822447
430,1765435821078357360,20064,192,1765435825.265969038
431,1765435821279259605,19968,192,1765435825.269848585
432,1765435821379218269,19872,192,1765435825.270557880
433,1765435821679183054,19968,192,1765435825.271289349
434,1765435821879503470,19968,192,1765435825.271930218
435,1765435821979276117,19968,192,1765435825.272572517
436,1765435822179256942,19872,192,1765435825.506986141
437,1765435822278230464,20064,192,1765435825.933079243
438,1765435822479409483,19968,192,1765435826.204442978
439,1765435822679367660,19968,192,1765435826.531834841
440,1765435822779338693,19968,192,1765435826.754833937
441,1765435822978256285,20064,192,1765435826.758181572
442,1765435823178399478,20064,192,1765435826.759382725
443,1765435823378268617,19968,192,1765435826.894192696
444,1765435823478262260,20064,192,1765435827.016803265
445,1765435823679359463,19968,192,1765435827.315086842
446,1765435823778426151,19968,192,1765435827.454181194
447,1765435824078257155,20064,192,1765435827.675833225
448,1765435824178367463,19968,192,1765435827.807093620
449,1765435824378329137,20064,192,1765435828.008962154
450,1765435824579461172,19968,192,1765435828.127722263
451,1765435824679420629,19872,192,1765435828.255121946
452,1765435825178419515,19968,192,1765435829.159143209
453,1765435825478249978,20064,192,1765435829.162961960
454,1765435825678789738,19968,192,1765435829.165326357
455,1765435825778251773,20064,192,1765435829.166017532
456,1765435825978260778,19968,192,1765435829.166726589
457,1765435826278234387,20064,192,1765435829.440050602
458,1765435826379291278,19968,192,1765435829.648718596
459,1765435826579351096,19968,192,1765435829.787803411
460,1765435826779267305,19584,192,1765435829.995741129
461,1765435826979215217,19968,192,1765435830.137516260
462,1765435827279258618,19968,192,1765435830.268457651
463,1765435827378285415,20064,192,1765435830.790765047
464,1765435827579382242,19968,192,1765435830.794481516
465,1765435827678422575,19968,192,1765435830.796061516
466,1765435827878259004,20064,192,1765435830.989015818
467,1765435828078298969,20064,192,1765435831.896157503
468,1765435828179308637,19680,192,1765435831.899456978
469,1765435828277651124,20256,192,1765435831.901875973
470,1765435828479271760,19968,192,1765435831.902519703
471,1765435828678271658,20064,192,1765435831.903239727
472,1765435828879300780,20064,192,1765435832.103253841
473,1765435828979434807,19968,192,1765435832.305551529
474,1765435829378182484,20064,192,1765435832.432408094
475,1765435829578431796,20064,192,1765435832.647659540
476,1765435829679286021,20064,192,1765435832.775840044
477,1765435829879323205,19680,192,1765435833.204742670
478,1765435830079987180,20064,192,1765435833.208547592
479,1765435830179463822,19872,192,1765435833.351230860
480,1765435830278317155,20064,192,1765435833.471043348
481,1765435830579522337,19968,192,1765435833.680799723
482,1765435830679364865,19968,192,1765435834.230363607
483,1765435830979544889,19968,192,1765435834.306445599
484,1765435831078323962,19968,192,1765435834.310208082
485,1765435831278415995,20064,192,1765435834.620139837
486,1765435831379435605,19968,192,1765435834.623993158
487,1765435831679408925,19968,192,1765435834.969046593
488,1765435831779335748,19968,192,1765435834.972790003
489,1765435831979456373,19968,192,1765435835.087067842
490,1765435832178355470,20064,192,1765435835.211694002
491,1765435832379299347,19872,192,1765435835.504570007
492,1765435832578342128,20064,192,1765435835.632072926
493,1765435832679567014,19968,192,1765435835.768195868
494,1765435832879422529,19968,192,1765435835.987760782
495,1765435833078920435,19968,192,1765435836.558547497
496,1765435833279391388,19968,192,1765435836.562350512
497,1765435833379255951,20064,192,1765435836.968364716
498,1765435833578301119,19968,192,1765435836.972211361
499,1765435833779464566,19968,192,1765435837.763865709
500,1765435833979283784,19968,192,1765435837.767362833
501,1765435834078366242,19968,192,1765435837.768455267
502,1765435834379228307,19968,192,1765435838.179624081
503,1765435834478423078,20064,192,1765435838.183015347
504,1765435834679346655,19968,192,1765435838.548465729
505,1765435834778406280,20064,192,1765435838.551940680
506,1765435834978403179,19968,192,1765435838.553785801
507,1765435835179481014,19968,192,1765435838.665977001
508,1765435835379321988,19968,192,1765435838.873958349
509,1765435835578348801,20064,192,1765435839.018215895
510,1765435835679451149,19968,192,1765435839.146529198
511,1765435835878339205,20064,192,1765435839.379497766
512,1765435836078314325,20064,192,1765435839.495696306
513,1765435836278365684,20064,192,1765435839.714033365
514,1765435836379368958,19968,192,1765435839.836271763
515,1765435836679302212,19968,192,1765435839.971855402
516,1765435836778364557,20064,192,1765435840.105743170
517,1765435837080145350,19968,192,1765435840.323932171
518,1765435837278350057,20064,192,1765435840.477670670
519,1765435837579279596,20064,192,1765435840.613101721
520,1765435837679453135,19968,192,1765435840.820473433
521,1765435837878444761,19968,192,1765435840.957674503
522,1765435837978339895,20064,192,1765435841.176849365
523,1765435838478425204,19968,192,1765435841.652127028
524,1765435838578366707,20064,192,1765435841.655821800
525,1765435838778367675,19968,192,1765435841.657436371
526,1765435838979381191,19968,192,1765435841.866966009
527,1765435839080021021,19968,192,1765435841.987357855
528,1765435839279368882,19968,192,1765435842.188256741
529,1765435839379364532,19776,192,1765435842.768415928
530,1765435839678353361,20064,192,1765435842.771940708
531,1765435839778413492,19968,192,1765435842.774420500
532,1765435839878345643,20064,192,1765435842.978177547
533,1765435840078447367,19968,192,1765435843.098050117
534,1765435840279593564,19872,192,1765435843.515148878
535,1765435840378389853,20064,192,1765435843.518932343
536,1765435840479405142,19968,192,1765435843.638579369
537,1765435840779353979,19968,192,1765435843.768598318
538,1765435840879343018,19968,192,1765435844.231841326
539,1765435841079974459,20064,192,1765435844.235243559
540,1765435841278961079,20064,192,1765435844.360938549
541,1765435841379397650,19968,192,1765435844.613246202
542,1765435841479380244,19968,192,1765435845.002941370
543,1765435841779293838,20064,192,1765435845.006342411
544,1765435841879509856,19968,192,1765435845.118128061
545,1765435842078382273,20064,192,1765435845.341575623
546,1765435842279305080,19968,192,1765435845.510756969
547,1765435842479503874,19968,192,1765435845.987599850
548,1765435842579390523,19968,192,1765435846.335961580
549,1765435842878336383,20064,192,1765435846.415946960
550,1765435843080820658,19968,192,1765435846.419599056
551,1765435843278486934,19968,192,1765435846.825780153
552,1765435843378444712,19968,192,1765435847.034106970
553,1765435843578526042,19968,192,1765435847.037820578
554,1765435843678445339,19968,192,1765435847.039002419
555,1765435843878432263,19968,192,1765435847.162652254
556,1765435844080264042,19968,192,1765435847.357059479
557,1765435844279557267,19872,192,1765435847.775776625
558,1765435844579343264,19968,192,1765435847.779328346
559,1765435844679391669,19968,192,1765435847.892938614
560,1765435844878481951,20064,192,1765435848.019939184
561,1765435845080263507,19872,192,1765435848.227592945
562,1765435845279400768,19968,192,1765435848.359226465
563,1765435845478406235,20064,192,1765435848.481215000
564,1765435845579456965,19968,192,1765435848.600682974
565,1765435845678422841,19968,192,1765435848.811177969
566,1765435845778404154,20064,192,1765435848.930804253
567,1765435846179333599,19968,192,1765435849.140884161
568,1765435846278387141,20064,192,1765435849.342349768
569,1765435846579370438,19968,192,1765435849.566614628
570,1765435846678418147,20064,192,1765435849.692723751
571,1765435846878507770,20064,192,1765435849.911632061
572,1765435847078473134,19968,192,1765435850.344709396
573,1765435847279371471,19968,192,1765435850.348114729
574,1765435847479373649,19968,192,1765435850.464352369
575,1765435847579422145,19968,192,1765435851.145771027
576,1765435847779373545,19968,192,1765435851.149135590
577,1765435847979367038,19968,192,1765435851.151079655
578,1765435848178383500,20064,192,1765435851.151704073
579,1765435848279472802,19968,192,1765435851.363064289
580,1765435848378637137,19968,192,1765435851.489051104
